zip,zip3,page_exists,coverage_state,indexable_now,authoritative_dev,displayed_dev_pairs,displayed_dev_rows,confirmed,display_over_inclusive,display_under_inclusive,facilities,indexable_after_switch,readiness_class,blocker
01749,017,yes,pass,yes,12,23,81,12,11,0,11,yes,A,SITE_WIDE_DELIVERY_ONLY
01752,017,yes,pass,yes,20,27,94,20,7,0,39,yes,A,SITE_WIDE_DELIVERY_ONLY
01754,017,yes,pass,yes,4,16,30,4,12,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01756,017,yes,pass,yes,1,3,6,1,2,0,34,yes,A,SITE_WIDE_DELIVERY_ONLY
01757,017,yes,pass,yes,14,17,63,14,3,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01760,017,yes,pass,yes,20,33,231,20,13,0,33,yes,A,SITE_WIDE_DELIVERY_ONLY
01770,017,yes,pass,yes,1,13,29,1,12,0,16,yes,A,SITE_WIDE_DELIVERY_ONLY
01772,017,yes,pass,yes,23,34,139,23,11,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01773,017,yes,pass,yes,5,15,47,5,10,0,7,yes,A,SITE_WIDE_DELIVERY_ONLY
01775,017,yes,pass,yes,4,12,21,4,8,0,1,yes,A,SITE_WIDE_DELIVERY_ONLY
01776,017,yes,pass,yes,8,9,16,8,1,0,11,yes,A,SITE_WIDE_DELIVERY_ONLY
01778,017,yes,pass,yes,16,30,87,16,14,0,14,yes,A,SITE_WIDE_DELIVERY_ONLY
01784,017,yes,pass,yes,0,26,69,0,26,0,28,yes,C,ZERO_DEV_FACILITIES_ONLY
01801,018,yes,pass,yes,19,46,258,19,27,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01803,018,yes,pass,yes,17,33,201,17,16,0,17,yes,A,SITE_WIDE_DELIVERY_ONLY
01805,018,yes,pass,yes,0,32,200,0,32,0,16,yes,C,ZERO_DEV_FACILITIES_ONLY
01810,018,yes,pass,yes,19,24,58,18,6,1,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01812,018,yes,pass,yes,0,28,65,0,28,0,4,yes,C,ZERO_DEV_FACILITIES_ONLY
01813,018,yes,pass,yes,0,49,263,0,49,0,35,yes,C,ZERO_DEV_FACILITIES_ONLY
01815,018,yes,pass,yes,0,49,263,0,49,0,35,yes,C,ZERO_DEV_FACILITIES_ONLY
01821,018,yes,pass,yes,14,21,89,14,7,0,30,yes,A,SITE_WIDE_DELIVERY_ONLY
01822,018,yes,pass,yes,0,18,49,0,18,0,40,yes,C,ZERO_DEV_FACILITIES_ONLY
01824,018,yes,pass,yes,28,32,89,28,4,0,37,yes,A,SITE_WIDE_DELIVERY_ONLY
01825,018,yes,pass,yes,0,17,48,0,17,0,23,yes,C,ZERO_DEV_FACILITIES_ONLY
01826,018,yes,pass,yes,4,22,135,4,18,0,38,yes,A,SITE_WIDE_DELIVERY_ONLY
01827,018,yes,pass,yes,3,8,12,3,5,0,14,yes,A,SITE_WIDE_DELIVERY_ONLY
01830,018,yes,pass,yes,10,19,106,9,10,1,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01831,018,yes,pass,yes,0,19,87,0,19,0,40,yes,C,ZERO_DEV_FACILITIES_ONLY
01832,018,yes,pass,yes,5,19,90,5,14,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01833,018,yes,pass,yes,7,9,20,7,2,0,26,yes,A,SITE_WIDE_DELIVERY_ONLY
01834,018,yes,pass,yes,2,11,22,2,9,0,21,yes,A,SITE_WIDE_DELIVERY_ONLY
01835,018,yes,pass,yes,7,23,95,7,16,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01840,018,yes,pass,yes,6,47,134,6,41,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01841,018,yes,pass,yes,13,48,135,13,35,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01842,018,yes,pass,yes,0,47,135,0,47,0,40,yes,C,ZERO_DEV_FACILITIES_ONLY
01843,018,yes,pass,yes,10,45,132,10,35,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01844,018,yes,pass,yes,17,43,124,17,26,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01845,018,yes,pass,yes,8,29,77,8,21,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01850,018,yes,pass,yes,5,39,210,5,34,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01851,018,yes,pass,yes,10,51,216,10,41,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01852,018,yes,pass,yes,20,48,220,20,28,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01853,018,yes,pass,yes,0,49,220,0,49,0,40,yes,C,ZERO_DEV_FACILITIES_ONLY
01854,018,yes,pass,yes,11,44,209,11,33,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01860,018,yes,pass,yes,5,8,31,5,3,0,25,yes,A,SITE_WIDE_DELIVERY_ONLY
01862,018,yes,pass,yes,7,32,93,7,25,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01863,018,yes,pass,yes,6,29,68,6,23,0,32,yes,A,SITE_WIDE_DELIVERY_ONLY
01864,018,yes,pass,yes,5,13,37,5,8,0,34,yes,A,SITE_WIDE_DELIVERY_ONLY
01865,018,yes,pass,yes,0,19,51,0,19,0,23,yes,C,ZERO_DEV_FACILITIES_ONLY
01866,018,yes,pass,yes,0,33,146,0,33,0,23,yes,C,ZERO_DEV_FACILITIES_ONLY
01867,018,yes,pass,yes,20,45,272,20,25,0,3,yes,A,SITE_WIDE_DELIVERY_ONLY
01876,018,yes,pass,yes,22,28,93,22,6,0,32,yes,A,SITE_WIDE_DELIVERY_ONLY
01879,018,yes,pass,yes,9,14,27,9,5,0,31,yes,A,SITE_WIDE_DELIVERY_ONLY
01880,018,yes,pass,yes,18,49,356,18,31,0,2,yes,A,SITE_WIDE_DELIVERY_ONLY
01885,018,yes,pass,yes,0,7,17,0,7,0,8,yes,C,ZERO_DEV_FACILITIES_ONLY
01886,018,yes,pass,yes,17,19,45,16,3,1,19,yes,A,SITE_WIDE_DELIVERY_ONLY
01887,018,yes,pass,yes,21,30,103,21,9,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01888,018,yes,pass,yes,0,49,263,0,49,0,35,yes,C,ZERO_DEV_FACILITIES_ONLY
01889,018,yes,pass,yes,0,23,75,0,23,0,40,yes,C,ZERO_DEV_FACILITIES_ONLY
01890,018,yes,pass,yes,7,41,284,7,34,0,27,yes,A,SITE_WIDE_DELIVERY_ONLY
01899,018,yes,pass,yes,0,24,63,0,24,0,34,yes,C,ZERO_DEV_FACILITIES_ONLY
01901,019,yes,pass,yes,1,26,241,1,25,0,32,yes,A,SITE_WIDE_DELIVERY_ONLY
01902,019,yes,pass,yes,6,27,262,6,21,0,31,yes,A,SITE_WIDE_DELIVERY_ONLY
01903,019,yes,pass,yes,0,26,253,0,26,0,31,yes,C,ZERO_DEV_FACILITIES_ONLY
01904,019,yes,pass,yes,7,45,409,7,38,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01905,019,yes,pass,yes,10,32,315,10,22,0,4,yes,A,SITE_WIDE_DELIVERY_ONLY
01906,019,yes,pass,yes,14,34,365,14,20,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01907,019,yes,pass,yes,1,21,254,1,20,0,29,yes,A,SITE_WIDE_DELIVERY_ONLY
01908,019,yes,pass,yes,1,13,74,1,12,0,16,yes,A,SITE_WIDE_DELIVERY_ONLY
01910,019,yes,pass,yes,0,34,307,0,34,0,40,yes,C,ZERO_DEV_FACILITIES_ONLY
01913,019,yes,pass,yes,12,16,30,12,4,0,35,yes,A,SITE_WIDE_DELIVERY_ONLY
01915,019,yes,pass,yes,13,34,175,13,21,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01921,019,yes,pass,yes,7,8,12,7,1,0,4,yes,A,SITE_WIDE_DELIVERY_ONLY
01922,019,yes,pass,yes,5,8,17,5,3,0,4,yes,A,SITE_WIDE_DELIVERY_ONLY
01923,019,yes,pass,yes,20,44,238,20,24,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01929,019,yes,pass,yes,5,7,46,5,2,0,11,yes,A,SITE_WIDE_DELIVERY_ONLY
01930,019,yes,pass,yes,9,9,63,8,1,1,7,yes,A,SITE_WIDE_DELIVERY_ONLY
01931,019,yes,pass,yes,0,9,47,0,9,0,9,yes,C,ZERO_DEV_FACILITIES_ONLY
01936,019,yes,pass,yes,0,11,30,0,11,0,14,yes,C,ZERO_DEV_FACILITIES_ONLY
01937,019,yes,pass,yes,0,26,80,0,26,0,34,yes,C,ZERO_DEV_FACILITIES_ONLY
01938,019,yes,pass,yes,9,9,30,8,1,1,11,yes,A,SITE_WIDE_DELIVERY_ONLY
01940,019,yes,pass,yes,17,34,257,17,17,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01944,019,yes,pass,yes,4,6,64,4,2,0,17,yes,A,SITE_WIDE_DELIVERY_ONLY
01945,019,yes,pass,yes,3,27,138,3,24,0,21,yes,A,SITE_WIDE_DELIVERY_ONLY
01949,019,yes,pass,yes,7,15,33,7,8,0,26,yes,A,SITE_WIDE_DELIVERY_ONLY
01950,019,yes,pass,yes,7,20,38,7,13,0,35,yes,A,SITE_WIDE_DELIVERY_ONLY
01951,019,yes,pass,yes,3,4,8,2,2,1,7,yes,A,SITE_WIDE_DELIVERY_ONLY
01952,019,yes,pass,yes,8,15,32,8,7,0,35,yes,A,SITE_WIDE_DELIVERY_ONLY
01960,019,yes,pass,yes,20,46,321,19,27,1,40,yes,A,SITE_WIDE_DELIVERY_ONLY
01961,019,yes,pass,yes,0,11,30,0,11,0,14,yes,C,ZERO_DEV_FACILITIES_ONLY
01965,019,yes,pass,yes,1,9,43,1,8,0,16,yes,A,SITE_WIDE_DELIVERY_ONLY
01966,019,yes,pass,yes,1,5,15,1,4,0,12,yes,A,SITE_WIDE_DELIVERY_ONLY
01969,019,yes,pass,yes,4,10,19,4,6,0,25,yes,A,SITE_WIDE_DELIVERY_ONLY
01970,019,yes,pass,yes,20,48,382,20,28,0,22,yes,A,SITE_WIDE_DELIVERY_ONLY
01971,019,yes,pass,yes,0,11,30,0,11,0,14,yes,C,ZERO_DEV_FACILITIES_ONLY
01982,019,yes,pass,yes,4,11,43,4,7,0,6,yes,A,SITE_WIDE_DELIVERY_ONLY
01983,019,yes,pass,yes,7,14,24,7,7,0,16,yes,A,SITE_WIDE_DELIVERY_ONLY
01984,019,yes,pass,yes,4,15,73,4,11,0,20,yes,A,SITE_WIDE_DELIVERY_ONLY
01985,019,yes,pass,yes,3,11,18,3,8,0,16,yes,A,SITE_WIDE_DELIVERY_ONLY
06226,062,yes,pass,yes,76,94,94,76,18,0,22,yes,A,SITE_WIDE_DELIVERY_ONLY
06231,062,yes,pass,yes,33,47,47,33,14,0,2,yes,A,SITE_WIDE_DELIVERY_ONLY
06232,062,yes,pass,yes,52,53,53,51,2,1,2,yes,A,SITE_WIDE_DELIVERY_ONLY
06234,062,yes,pass,yes,37,40,40,36,4,1,6,yes,A,SITE_WIDE_DELIVERY_ONLY
06235,062,yes,pass,yes,34,44,44,34,10,0,2,yes,A,SITE_WIDE_DELIVERY_ONLY
06237,062,yes,pass,yes,56,67,67,55,12,1,2,yes,A,SITE_WIDE_DELIVERY_ONLY
06238,062,yes,pass,yes,61,64,64,49,15,12,1,yes,A,SITE_WIDE_DELIVERY_ONLY
06239,062,yes,pass,yes,48,52,52,46,6,2,12,yes,A,SITE_WIDE_DELIVERY_ONLY
06241,062,yes,pass,yes,51,55,55,50,5,1,24,yes,A,SITE_WIDE_DELIVERY_ONLY
06242,062,yes,pass,yes,54,36,36,35,1,19,3,yes,A,SITE_WIDE_DELIVERY_ONLY
06243,062,yes,pass,yes,30,34,34,30,4,0,4,yes,A,SITE_WIDE_DELIVERY_ONLY
06247,062,yes,pass,yes,33,32,32,30,2,3,7,yes,A,SITE_WIDE_DELIVERY_ONLY
06248,062,yes,pass,yes,47,51,51,47,4,0,2,yes,A,SITE_WIDE_DELIVERY_ONLY
06249,062,yes,pass,yes,37,31,31,29,2,8,1,yes,A,SITE_WIDE_DELIVERY_ONLY
06250,062,yes,pass,yes,71,90,90,68,22,3,5,yes,A,SITE_WIDE_DELIVERY_ONLY
06254,062,yes,pass,yes,43,49,49,40,9,3,25,yes,A,SITE_WIDE_DELIVERY_ONLY
06255,062,yes,pass,yes,42,48,48,41,7,1,13,yes,A,SITE_WIDE_DELIVERY_ONLY
06256,062,yes,pass,yes,43,72,72,43,29,0,6,yes,A,SITE_WIDE_DELIVERY_ONLY
06258,062,yes,pass,yes,27,60,60,27,33,0,2,yes,A,SITE_WIDE_DELIVERY_ONLY
06259,062,yes,pass,yes,52,49,49,49,0,3,1,yes,A,SITE_WIDE_DELIVERY_ONLY
06260,062,yes,pass,yes,56,62,62,55,7,1,30,yes,A,SITE_WIDE_DELIVERY_ONLY
06262,062,yes,pass,yes,30,35,35,30,5,0,13,yes,A,SITE_WIDE_DELIVERY_ONLY
06263,062,yes,pass,yes,27,66,66,27,39,0,27,yes,A,SITE_WIDE_DELIVERY_ONLY
06264,062,yes,pass,yes,31,36,36,31,5,0,3,yes,A,SITE_WIDE_DELIVERY_ONLY
06266,062,yes,pass,yes,32,51,51,32,19,0,18,yes,A,SITE_WIDE_DELIVERY_ONLY
06268,062,yes,pass,yes,68,74,74,67,7,1,5,yes,A,SITE_WIDE_DELIVERY_ONLY
06269,062,yes,pass,yes,38,76,76,38,38,0,6,yes,A,SITE_WIDE_DELIVERY_ONLY
06277,062,yes,pass,yes,42,43,43,42,1,0,4,yes,A,SITE_WIDE_DELIVERY_ONLY
06278,062,yes,pass,yes,58,38,38,37,1,21,3,yes,A,SITE_WIDE_DELIVERY_ONLY
06279,062,yes,pass,yes,73,79,79,73,6,0,5,yes,A,SITE_WIDE_DELIVERY_ONLY
06280,062,yes,pass,yes,40,65,65,38,27,2,11,yes,A,SITE_WIDE_DELIVERY_ONLY
06281,062,yes,pass,yes,54,36,36,35,1,19,3,yes,A,SITE_WIDE_DELIVERY_ONLY
06282,062,yes,pass,yes,47,60,60,47,13,0,4,yes,A,SITE_WIDE_DELIVERY_ONLY
06320,063,yes,pass,yes,65,96,96,65,31,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
06330,063,yes,pass,yes,36,56,56,35,21,1,14,yes,A,SITE_WIDE_DELIVERY_ONLY
06331,063,yes,pass,yes,39,41,41,39,2,0,10,yes,A,SITE_WIDE_DELIVERY_ONLY
06332,063,yes,pass,yes,39,64,64,39,25,0,24,yes,A,SITE_WIDE_DELIVERY_ONLY
06333,063,yes,pass,yes,54,58,58,49,9,5,12,yes,A,SITE_WIDE_DELIVERY_ONLY
06334,063,yes,pass,yes,37,62,62,37,25,0,16,yes,A,SITE_WIDE_DELIVERY_ONLY
06335,063,yes,pass,yes,33,54,54,33,21,0,21,yes,A,SITE_WIDE_DELIVERY_ONLY
06336,063,yes,pass,yes,31,41,41,31,10,0,8,yes,A,SITE_WIDE_DELIVERY_ONLY
06338,063,yes,pass,yes,31,46,46,31,15,0,5,yes,A,SITE_WIDE_DELIVERY_ONLY
06339,063,yes,pass,yes,39,38,38,37,1,2,5,yes,A,SITE_WIDE_DELIVERY_ONLY
06340,063,yes,pass,yes,78,96,96,75,21,3,40,yes,A,SITE_WIDE_DELIVERY_ONLY
06350,063,yes,pass,yes,27,42,42,27,15,0,11,yes,A,SITE_WIDE_DELIVERY_ONLY
06351,063,yes,pass,yes,66,55,55,55,0,11,15,yes,A,SITE_WIDE_DELIVERY_ONLY
06353,063,yes,pass,yes,29,68,68,29,39,0,27,yes,A,SITE_WIDE_DELIVERY_ONLY
06354,063,yes,pass,yes,50,64,64,49,15,1,17,yes,A,SITE_WIDE_DELIVERY_ONLY
06355,063,yes,pass,yes,60,70,70,60,10,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
06357,063,yes,pass,yes,51,70,70,51,19,0,40,yes,A,SITE_WIDE_DELIVERY_ONLY
06359,063,yes,pass,yes,55,56,56,52,4,3,5,yes,A,SITE_WIDE_DELIVERY_ONLY
06360,063,yes,pass,yes,86,92,92,82,10,4,40,yes,A,SITE_WIDE_DELIVERY_ONLY
06365,063,yes,pass,yes,54,56,56,48,8,6,8,yes,A,SITE_WIDE_DELIVERY_ONLY
06370,063,yes,pass,yes,39,44,44,39,5,0,6,yes,A,SITE_WIDE_DELIVERY_ONLY
06371,063,yes,pass,yes,53,58,58,50,8,3,30,yes,A,SITE_WIDE_DELIVERY_ONLY
06373,063,yes,pass,yes,28,35,35,28,7,0,4,yes,A,SITE_WIDE_DELIVERY_ONLY
06374,063,yes,pass,yes,52,61,61,50,11,2,27,yes,A,SITE_WIDE_DELIVERY_ONLY
06375,063,yes,pass,yes,39,84,84,39,45,0,24,yes,A,SITE_WIDE_DELIVERY_ONLY
06376,063,yes,pass,yes,27,49,49,27,22,0,14,yes,A,SITE_WIDE_DELIVERY_ONLY
06377,063,yes,pass,yes,31,46,46,31,15,0,6,yes,A,SITE_WIDE_DELIVERY_ONLY
06378,063,yes,pass,yes,45,64,64,44,20,1,32,yes,A,SITE_WIDE_DELIVERY_ONLY
06379,063,yes,pass,yes,47,56,56,47,9,0,23,yes,A,SITE_WIDE_DELIVERY_ONLY
06380,063,yes,pass,yes,34,76,76,34,42,0,30,yes,A,SITE_WIDE_DELIVERY_ONLY
06382,063,yes,pass,yes,53,64,64,53,11,0,37,yes,A,SITE_WIDE_DELIVERY_ONLY
06384,063,yes,pass,yes,36,43,43,36,7,0,10,yes,A,SITE_WIDE_DELIVERY_ONLY
06385,063,yes,pass,yes,61,89,89,56,33,5,40,yes,A,SITE_WIDE_DELIVERY_ONLY
06387,063,yes,pass,yes,30,58,58,30,28,0,18,yes,A,SITE_WIDE_DELIVERY_ONLY
06389,063,yes,pass,yes,41,77,77,41,36,0,35,yes,A,SITE_WIDE_DELIVERY_ONLY
06390,063,yes,pass,no,7,0,0,0,0,7,2,yes,B,NOT_INDEXABLE_TODAY
52003,520,yes,pass,yes,1,0,0,0,0,1,11,yes,A,SITE_WIDE_DELIVERY_ONLY
52068,520,yes,pass,yes,2,5,5,2,3,0,13,yes,A,SITE_WIDE_DELIVERY_ONLY
